ProductKey;ProductAlternateKey;ProductName;Category;SubCategory;Product Color;Product Size;Weight;ModelName;Description;Status
499;FR-T98U-54;HL Touring Frame - Blue, 54;Uncategorized;Touring Frames;Blue;54;3,04;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
500;FR-T98U-60;HL Touring Frame - Blue, 60;Uncategorized;Touring Frames;Blue;60;3,08;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
501;RD-2308;Rear Derailleur;Uncategorized;Derailleurs;Silver;Unsized;215;Rear Derailleur;Wide-link design.;Current
502;FR-T67U-50;LL Touring Frame - Blue, 50;Uncategorized;Touring Frames;Blue;50;3,1;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
503;FR-T67U-54;LL Touring Frame - Blue, 54;Uncategorized;Touring Frames;Blue;54;3,14;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
504;FR-T67U-58;LL Touring Frame - Blue, 58;Uncategorized;Touring Frames;Blue;58;3,16;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
505;FR-T67U-62;LL Touring Frame - Blue, 62;Uncategorized;Touring Frames;Blue;62;3,2;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
506;FR-T67Y-44;LL Touring Frame - Yellow, 44;Uncategorized;Touring Frames;Yellow;44;3,02;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
507;FR-T67Y-50;LL Touring Frame - Yellow, 50;Uncategorized;Touring Frames;Yellow;50;3,1;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
508;FR-T67Y-54;LL Touring Frame - Yellow, 54;Uncategorized;Touring Frames;Yellow;54;3,14;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
509;FR-T67Y-58;LL Touring Frame - Yellow, 58;Uncategorized;Touring Frames;Yellow;58;3,16;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
510;FR-T67U-44;LL Touring Frame - Blue, 44;Uncategorized;Touring Frames;Blue;44;3,02;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
511;FR-M63S-40;ML Mountain Frame-W - Silver, 40;Uncategorized;Mountain Frames;Silver;40;2,77;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Current
512;FR-M63S-42;ML Mountain Frame-W - Silver, 42;Uncategorized;Mountain Frames;Silver;42;2,81;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Current
513;FR-M63S-46;ML Mountain Frame-W - Silver, 46;Uncategorized;Mountain Frames;Silver;46;2,85;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Current
514;RB-9231;Rear Brakes;Uncategorized;Brakes;Silver;Unsized;317;Rear Brakes;Undescribed;Current
515;SE-M236;LL Mountain Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;LL Mountain Seat/Saddle 2;Synthetic leather. Features gel for increased comfort.;Current
516;SE-M798;ML Mountain Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;ML Mountain Seat/Saddle 2;Designed to absorb shock.;Current
517;SE-M940;HL Mountain Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;HL Mountain Seat/Saddle 2;Anatomic design for a full-day of riding in comfort. Durable leather.;Current
518;SE-R581;LL Road Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;LL Road Seat/Saddle 1;Lightweight foam-padded saddle.;Current
519;SE-R908;ML Road Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;ML Road Seat/Saddle 2;Rubber bumpers absorb bumps.;Current
520;SE-R995;HL Road Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;HL Road Seat/Saddle 2;Lightweight kevlar racing saddle. Leather.;Current
521;SE-T312;LL Touring Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;LL Touring Seat/Saddle;Comfortable, ergonomically shaped gel saddle.;Current
522;SE-T762;ML Touring Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;ML Touring Seat/Saddle;New design relieves pressure for long rides.;Current
523;SE-T924;HL Touring Seat/Saddle;Uncategorized;Saddles;NA;Unsized;NULL;HL Touring Seat/Saddle;Cut-out shell for a more comfortable ride.;Current
524;FR-M21S-42;LL Mountain Frame - Silver, 42;Uncategorized;Mountain Frames;Silver;42;2,92;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
525;FR-M21S-44;LL Mountain Frame - Silver, 44;Uncategorized;Mountain Frames;Silver;44;2,96;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
526;FR-M21S-48;LL Mountain Frame - Silver, 48;Uncategorized;Mountain Frames;Silver;48;3;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
527;FR-M21S-52;LL Mountain Frame - Silver, 52;Uncategorized;Mountain Frames;Silver;52;3,04;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
528;TT-M928;Mountain Tire Tube;Uncategorized;Tires and Tubes;NA;Unsized;NULL;Mountain Tire Tube;Self-sealing tube.;Current
529;TT-R982;Road Tire Tube;Uncategorized;Tires and Tubes;NA;Unsized;NULL;Road Tire Tube;Conventional all-purpose tube.;Current
530;TT-T092;Touring Tire Tube;Uncategorized;Tires and Tubes;NA;Unsized;NULL;Touring Tire Tube;General purpose tube.;Current
531;FR-M21B-42;LL Mountain Frame - Black, 42;Uncategorized;Mountain Frames;Black;42;2,92;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
532;FR-M21B-44;LL Mountain Frame - Black, 44;Uncategorized;Mountain Frames;Black;44;2,96;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
533;FR-M21B-48;LL Mountain Frame - Black, 48;Uncategorized;Mountain Frames;Black;48;3;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
534;FR-M21B-52;LL Mountain Frame - Black, 52;Uncategorized;Mountain Frames;Black;52;3,04;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
535;TI-M267;LL Mountain Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;LL Mountain Tire;Comparible traction, less expensive wire bead casing.;Current
536;TI-M602;ML Mountain Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;ML Mountain Tire;Great traction, high-density rubber.;Current
537;TI-M823;HL Mountain Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;HL Mountain Tire;Incredible traction, lightweight carbon reinforced.;Current
538;TI-R092;LL Road Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;LL Road Tire;Same great treads as more expensive tire with a less expensive wire bead casing.;Current
539;TI-R628;ML Road Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;ML Road Tire;Higher density rubber.;Current
540;TI-R982;HL Road Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;HL Road Tire;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;Current
541;TI-T723;Touring Tire;Uncategorized;Tires and Tubes;NA;Unsized;NULL;Touring Tire;High-density rubber.;Current
542;PD-M282;LL Mountain Pedal;Uncategorized;Pedals;Silver/Black;Unsized;218;LL Mountain Pedal;"Expanded platform so you can ride in any shoes; great for all-around riding.";Current
543;PD-M340;ML Mountain Pedal;Uncategorized;Pedals;Silver/Black;Unsized;215;ML Mountain Pedal;Lightweight, durable, clipless pedal with adjustable tension.;Current
544;PD-M562;HL Mountain Pedal;Uncategorized;Pedals;Silver/Black;Unsized;185;HL Mountain Pedal;"Stainless steel; designed to shed mud easily.";Current
545;PD-R347;LL Road Pedal;Uncategorized;Pedals;Silver/Black;Unsized;189;LL Road Pedal;Clipless pedals - aluminum.;Current
546;PD-R563;ML Road Pedal;Uncategorized;Pedals;Silver/Black;Unsized;168;ML Road Pedal;Lightweight aluminum alloy construction.;Current
547;PD-R853;HL Road Pedal;Uncategorized;Pedals;Silver/Black;Unsized;149;HL Road Pedal;Top-of-the-line clipless pedals with adjustable tension.;Current
548;PD-T852;Touring Pedal;Uncategorized;Pedals;Silver/Black;Unsized;NULL;Touring Pedal;A stable pedal for all-day riding.;Current
549;FR-M63S-38;ML Mountain Frame-W - Silver, 38;Uncategorized;Mountain Frames;Silver;38;2,73;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Current
550;FR-M21B-40;LL Mountain Frame - Black, 40;Uncategorized;Mountain Frames;Black;40;2,88;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
551;FR-M21S-40;LL Mountain Frame - Silver, 40;Uncategorized;Mountain Frames;Silver;40;2,88;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Current
552;FD-2342;Front Derailleur;Uncategorized;Derailleurs;Silver;Unsized;88;Front Derailleur;Wide-link design.;Current
553;HB-T721;LL Touring Handlebars;Accessories;Handlebars;NA;Unsized;NULL;LL Touring Handlebars;Unique shape reduces fatigue for entry level riders.;Current
554;HB-T928;HL Touring Handlebars;Accessories;Handlebars;NA;Unsized;NULL;HL Touring Handlebars;A light yet stiff aluminum bar for long distance riding.;Current
555;FB-9873;Front Brakes;Uncategorized;Brakes;Silver;Unsized;317;Front Brakes;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";Current
556;CS-4759;LL Crankset;Uncategorized;Cranksets;Black;Unsized;600;LL Crankset;Super rigid spindle.;Current
557;CS-6583;ML Crankset;Uncategorized;Cranksets;Black;Unsized;635;ML Crankset;High-strength crank arm.;Current
558;CS-9183;HL Crankset;Uncategorized;Cranksets;Black;Unsized;575;HL Crankset;"Triple crankset; alumunim crank arm; flawless shifting.";Current
559;CH-0234;Chain;Uncategorized;Chains;Silver;Unsized;NULL;Chain;Superior shifting performance.;Current
560;BK-T44U-60;Touring-2000 Blue, 60;Clothing;Touring Bikes;Blue;60;27,9;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Current
561;BK-T79Y-46;Touring-1000 Yellow, 46;Clothing;Touring Bikes;Yellow;46;25,13;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
562;BK-T79Y-50;Touring-1000 Yellow, 50;Clothing;Touring Bikes;Yellow;50;25,42;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
563;BK-T79Y-54;Touring-1000 Yellow, 54;Clothing;Touring Bikes;Yellow;54;25,68;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
564;BK-T79Y-60;Touring-1000 Yellow, 60;Clothing;Touring Bikes;Yellow;60;25,9;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
565;BK-T18U-54;Touring-3000 Blue, 54;Clothing;Touring Bikes;Blue;54;29,68;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
566;BK-T18U-58;Touring-3000 Blue, 58;Clothing;Touring Bikes;Blue;58;29,9;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
567;BK-T18U-62;Touring-3000 Blue, 62;Clothing;Touring Bikes;Blue;62;30;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
568;BK-T18Y-44;Touring-3000 Yellow, 44;Clothing;Touring Bikes;Yellow;44;28,77;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
569;BK-T18Y-50;Touring-3000 Yellow, 50;Clothing;Touring Bikes;Yellow;50;29,13;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
570;BK-T18Y-54;Touring-3000 Yellow, 54;Clothing;Touring Bikes;Yellow;54;29,42;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
571;BK-T18Y-58;Touring-3000 Yellow, 58;Clothing;Touring Bikes;Yellow;58;29,79;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
572;BK-T18Y-62;Touring-3000 Yellow, 62;Clothing;Touring Bikes;Yellow;62;30;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
573;BK-T79U-46;Touring-1000 Blue, 46;Clothing;Touring Bikes;Blue;46;25,13;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
574;BK-T79U-50;Touring-1000 Blue, 50;Clothing;Touring Bikes;Blue;50;25,42;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
575;BK-T79U-54;Touring-1000 Blue, 54;Clothing;Touring Bikes;Blue;54;25,68;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
576;BK-T79U-60;Touring-1000 Blue, 60;Clothing;Touring Bikes;Blue;60;25,9;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Current
577;BK-T44U-46;Touring-2000 Blue, 46;Clothing;Touring Bikes;Blue;46;27,13;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Current
578;BK-T44U-50;Touring-2000 Blue, 50;Clothing;Touring Bikes;Blue;50;27,42;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Current
579;BK-T44U-54;Touring-2000 Blue, 54;Clothing;Touring Bikes;Blue;54;27,68;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Current
580;BK-R79Y-40;Road-350-W Yellow, 40;Components;Road Bikes;Yellow;40;15,35;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Current
581;BK-R79Y-42;Road-350-W Yellow, 42;Components;Road Bikes;Yellow;42;15,77;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Current
582;BK-R79Y-44;Road-350-W Yellow, 44;Components;Road Bikes;Yellow;44;16,13;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Current
583;BK-R79Y-48;Road-350-W Yellow, 48;Components;Road Bikes;Yellow;48;16,42;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Current
584;BK-R19B-58;Road-750 Black, 58;Components;Road Bikes;Black;58;20,79;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Current
585;BK-T18U-44;Touring-3000 Blue, 44;Clothing;Touring Bikes;Blue;44;28,77;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
586;BK-T18U-50;Touring-3000 Blue, 50;Clothing;Touring Bikes;Blue;50;29,13;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Current
587;BK-M38S-38;Mountain-400-W Silver, 38;Bikes;Mountain Bikes;Silver;38;26,35;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Current
588;BK-M38S-40;Mountain-400-W Silver, 40;Bikes;Mountain Bikes;Silver;40;26,77;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Current
589;BK-M38S-42;Mountain-400-W Silver, 42;Bikes;Mountain Bikes;Silver;42;27,13;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Current
590;BK-M38S-46;Mountain-400-W Silver, 46;Bikes;Mountain Bikes;Silver;46;27,42;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Current
591;BK-M18S-40;Mountain-500 Silver, 40;Bikes;Mountain Bikes;Silver;40;27,35;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
592;BK-M18S-42;Mountain-500 Silver, 42;Bikes;Mountain Bikes;Silver;42;27,77;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
593;BK-M18S-44;Mountain-500 Silver, 44;Bikes;Mountain Bikes;Silver;44;28,13;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
594;BK-M18S-48;Mountain-500 Silver, 48;Bikes;Mountain Bikes;Silver;48;28,42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
595;BK-M18S-52;Mountain-500 Silver, 52;Bikes;Mountain Bikes;Silver;52;28,68;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
596;BK-M18B-40;Mountain-500 Black, 40;Bikes;Mountain Bikes;Black;40;27,35;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
597;BK-M18B-42;Mountain-500 Black, 42;Bikes;Mountain Bikes;Black;42;27,77;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
598;BK-M18B-44;Mountain-500 Black, 44;Bikes;Mountain Bikes;Black;44;28,13;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
599;BK-M18B-48;Mountain-500 Black, 48;Bikes;Mountain Bikes;Black;48;28,42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
600;BK-M18B-52;Mountain-500 Black, 52;Bikes;Mountain Bikes;Black;52;28,68;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Current
601;BB-7421;LL Bottom Bracket;Uncategorized;Bottom Brackets;NA;Unsized;223;LL Bottom Bracket;Chromoly steel.;Current
602;BB-8107;ML Bottom Bracket;Uncategorized;Bottom Brackets;NA;Unsized;168;ML Bottom Bracket;"Aluminum alloy cups; large diameter spindle.";Current
603;BB-9108;HL Bottom Bracket;Uncategorized;Bottom Brackets;NA;Unsized;170;HL Bottom Bracket;Aluminum alloy cups and a hollow axle.;Current
604;BK-R19B-44;Road-750 Black, 44;Components;Road Bikes;Black;44;19,77;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Current
605;BK-R19B-48;Road-750 Black, 48;Components;Road Bikes;Black;48;20,13;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Current
606;BK-R19B-52;Road-750 Black, 52;Components;Road Bikes;Black;52;20,42;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Current
